,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close
,AAPL,AMAZ,BTC-USD,CL=F,ETH-USD,GC=F,GOOG,IBM,MSFT,SI=F
Date,,,,,,,,,,
2017-06-01,36.25257873535156,,2407.8798828125,48.36000061035156,,1267.0,48.34749984741211,115.2989273071289,65.65945434570312,17.243000030517578
2017-06-02,36.78981018066406,,2488.550048828125,47.65999984741211,,1276.800048828125,48.779998779296875,114.8306884765625,67.21427917480469,17.48699951171875
2017-06-03,,,2515.35009765625,,,,,,,
2017-06-04,,,2511.81005859375,,,,,,,
2017-06-05,36.430076599121094,,2686.81005859375,47.400001525878906,,1279.300048828125,49.183998107910156,115.10254669189453,67.70133209228516,17.547000885009766
2017-06-06,36.55314254760742,,2863.199951171875,48.189998626708984,,1294.4000244140625,48.82849884033203,115.07233428955078,67.9261474609375,17.677000045776367
2017-06-07,36.770877838134766,,2732.159912109375,45.720001220703125,,1290.0999755859375,49.047000885009766,114.02256774902344,67.80436706542969,17.586999893188477
2017-06-08,36.68095397949219,,2805.6201171875,45.63999938964844,,1276.300048828125,49.170501708984375,114.86842346191406,67.39225006103516,17.384000778198242
2017-06-09,35.25857162475586,,2823.81005859375,45.83000183105469,,1268.5,47.49150085449219,116.37886047363281,65.86550903320312,17.19300079345703
2017-06-10,,,2947.7099609375,,,,,,,
2017-06-11,,,2958.110107421875,,,,,,,
2017-06-12,34.41604995727539,,2659.6298828125,46.08000183105469,,1266.0999755859375,47.14500045776367,117.19448852539062,65.35971069335938,16.913999557495117
2017-06-13,34.69294738769531,,2717.02001953125,46.459999084472656,,1265.800048828125,47.66999816894531,116.49213409423828,66.17459106445312,16.738000869750977
2017-06-14,34.3545036315918,,2506.3701171875,44.72999954223633,,1272.800048828125,47.53799819946289,116.15982055664062,65.81867218017578,17.10700035095215
2017-06-15,34.14862060546875,,2464.580078125,44.459999084472656,,1252.199951171875,47.115501403808594,116.46949768066406,65.47212219238281,16.69099998474121
2017-06-16,33.67054748535156,,2518.56005859375,44.7400016784668,,1254.0,46.98899841308594,117.34550476074219,65.56576538085938,16.63599967956543
2017-06-17,,,2655.8798828125,,,,,,,
2017-06-18,,,2548.2900390625,,,,,,,
2017-06-19,34.6337890625,,2589.60009765625,44.20000076293945,,1244.199951171875,47.868499755859375,116.93772888183594,66.38064575195312,16.482999801635742
2017-06-20,34.31901168823242,,2721.7900390625,43.22999954223633,,1241.0,47.53150177001953,117.02079772949219,65.48149108886719,16.398000717163086
