,AAPL,AMZN,BRK-B,GOOG,META,MSFT,NVDA,TSLA,TSM,UNH,Portfolio_Equal,Portfolio_MSR,Portfolio_GMV,S&P500,Portfolio_Return
2017-06-15,-0.005993450909022258,-0.012596427099190954,-0.005249308326065849,-0.008887559671350909,-0.002994988008267474,-0.005265340154257836,0.004284049441697579,-0.013975764958701342,-0.005890481831747452,-0.006772732084834199,-0.006334200360174069,-0.006772732084834199,-0.006719473031589263,-0.0022395981461527104,-0.006719473031589263
2017-06-16,-0.013999446371667834,0.024414822186134,-0.00041047975940233794,-0.0026849547803481366,0.0056074520746196566,0.0014307423627804017,-0.004922390425723733,-0.010497175971533768,0.012133137402968508,0.00692987586568794,0.0018001582583514696,0.00692987586568794,0.0049535499065001196,0.0002836393681004967,0.0049535499065001196
2017-06-19,0.028607381856500247,0.007552768927631126,0.006276439177818949,0.01871717577467047,0.01480347674305893,0.012428906901538861,0.03759422828746084,-0.004308019656475981,0.009478420332348358,0.007653022449879199,0.0138803800794431,0.007653022449879199,0.007484317983175207,0.008347228657875183,0.007484317983175207
2017-06-20,-0.009088408825737804,-0.0025924777666052057,-0.005829204209913619,-0.00704007828861597,-0.00405570181847803,-0.013546115927673852,-0.0014621879070351174,0.006598147220702177,-0.002208972410144172,0.0013658390823916289,-0.0037859160851109967,0.0013658390823916289,-0.0043065141751718414,-0.0066966373620162,-0.0043065141751718414
2017-06-21,0.005930513377223612,0.009711934042506698,-0.0054529927758961705,0.009278016914473719,0.010903143921900726,0.00514914207957351,0.015150619226125484,0.011175595774892688,0.016053107770725106,0.009002941712347834,0.00869020220438732,0.009002941712347834,0.0008712028459235887,-0.0005826443900691647,0.0008712028459235887
2017-06-22,-0.0016452157305563153,-0.0009279538602157134,-0.007664118797259811,-0.002459743204813236,-0.00331368821707434,-0.00014199633869682593,-0.006897908344030812,0.01649846459446036,0.0,0.008544493759272465,0.00019923338610857702,0.008544493759272465,-0.003970727824622335,-0.00045578207221763645,-0.003970727824622335
2017-06-23,0.004463536642218102,0.002436865101283159,-0.006535207079671701,0.008881071554121656,0.010886659023345846,0.013521130548758808,-0.028666877051581774,0.0021954373985282327,0.0005446445312462522,-0.0067024710978622615,0.00010247895703863175,-0.0067024710978622615,-0.003918264056453651,0.0015609155178168965,-0.003918264056453651
2017-06-26,-0.00314457369859078,-0.009723612882453048,0.0016146649353541154,-0.01379468261397332,-0.009544147265265424,-0.009549221562804133,-0.01092141249238432,-0.015543112593902508,0.015715267641472908,-0.0007016654308424908,-0.005559249596338901,-0.0007016654308424908,0.00011864696852003512,0.000315801794623205,0.00011864696852003512
2017-06-27,-0.014333169223341158,-0.017304182934144485,-0.0008358671267352236,-0.026190006355759188,-0.019597594756198156,-0.01871553042792362,-0.036608358280217135,-0.040054068070552895,-0.02878477775016075,-0.002808987517297634,-0.020523254244233027,-0.002808987517297634,-0.006986393087479988,-0.00807282488613359,-0.006986393087479988
2017-06-28,0.014610901358276474,0.013872066463946231,0.015177730466060968,0.014191300484586167,0.017665052661467007,0.008524571873643971,0.035270719846528964,0.024477772706065437,0.007409241408256273,0.005958717689080739,0.015715807495791226,0.005958717689080739,0.01325934007352703,0.008808066374833778,0.01325934007352703
2017-06-29,-0.014743137141338791,-0.014540555710960135,-0.003472813820767917,-0.02413639895739428,-0.014356644010492414,-0.01876785228539013,-0.03340998373615045,-0.028256647205449625,-0.015275697392335585,-0.002315636840394597,-0.016927536710067394,-0.002315636840394597,-0.006926497798402641,-0.008600023246820632,-0.006926497798402641
2017-06-30,0.0023661631932387905,-0.008125575079485081,0.0004134203435797179,-0.00987152002754521,-0.0003972296163976541,0.006424605522013849,-0.014453534029348236,0.0023838817279970836,0.004309059451761188,0.000809710853664436,-0.0016141017660521117,0.000809710853664436,-0.0009616736313649726,0.0015332318107057485,-0.0009616736313649726
2017-07-03,-0.0036104796129332595,-0.014814108389417546,0.014347334265960132,-0.011037363572510728,-0.01688967494978333,-0.0110256751127773,-0.03617868436897631,-0.024860990513207115,-0.002288383631352975,0.006633388647022009,-0.009972463723797642,0.006633388647022009,0.006632812039488706,0.002310833849555216,0.006632812039488706
2017-07-05,0.004111608867326755,0.018602039774678225,0.0002910538467379986,0.014476408515480488,0.012868043901891335,0.013348694473365175,0.026699120786314312,-0.07240092248555285,-0.001720052282585316,0.008572091141230365,0.002484808653888648,0.008572091141230365,0.004411775841785087,0.001453279024245635,0.004411775841785087
2017-07-06,-0.009438504354744137,-0.006444301571102318,-0.009601449500557746,-0.005506124913336574,-0.010110343559246115,-0.00738295329451355,0.003005762140729118,-0.05582562090149501,-0.009190337228771384,-0.006958522179760229,-0.011745239536279796,-0.006958522179760229,-0.00861151177465343,-0.009368823820586791,-0.00861151177465343
2017-07-07,0.010159037685863792,0.014111937258636909,0.005522928661932269,0.013124689345075602,0.017605126920062553,0.012979739077155328,0.022860551004513896,0.014214975605230995,0.003768197676109475,0.005456125172753623,0.011980330840733446,0.005456125172753623,0.006988935353654256,0.006403125486305727,0.006988935353654256
2017-07-10,0.006103612844227557,0.01809436157060018,-0.005200417160351245,0.011114818154568384,0.013602730621922632,0.007486683441334296,0.04728817301525545,0.009035152102251809,0.010684623127225734,-0.005373361691212275,0.011283637602582254,-0.005373361691212275,0.0002689627852443388,0.0009277662125786179,0.0002689627852443388
2017-07-11,0.00324002316984906,-0.0023483010247660197,-0.005932420010783757,0.001388947415415176,0.011530972459028899,0.0001427011061314598,0.014183714363273259,0.03534252795483339,0.010856914617777713,-0.005348947799128534,0.006305613225163065,-0.005348947799128534,-0.003606893040399577,-0.0007826806116978391,-0.003606893040399577
2017-07-12,0.0014430511477401264,0.012453089005661555,0.004017919249055479,0.014772769405578368,0.023378563303532163,0.016573544010492824,0.04253245059544031,0.007028896197613488,0.008761826974432063,0.003979311363240923,0.01349414212527873,0.003979311363240923,0.006152996604839537,0.007305607635895495,0.006152996604839537
2017-07-13,0.013928730017148006,-0.0058419432575773644,-0.0013535530250559091,0.003528179562975131,0.0022655797619859364,0.008714004089286576,-0.011568419588427137,-0.01854212391538068,0.012889026224937927,-0.006481230292991524,-0.00024617504230990423,-0.006481230292991524,-0.001175282258007127,0.0018745843139260643,-0.001175282258007127
2017-07-14,0.008594360495632669,0.001179219208357063,-0.0012964889948604563,0.009322559795647223,0.004458161109861747,0.014072985132338678,0.026893922074089582,0.01351226863791788,0.002766241630678401,0.00765585787904044,0.008715908696870322,0.00765585787904044,0.0009236226068760812,0.004673503078699293,0.0009236226068760812
2017-07-17,0.003489194398730744,0.00821511113764739,0.004071531459468369,-0.002688272444381412,-0.0015003156300095188,0.0078318897440397,-0.004243525849502605,-0.02504726183920125,-0.009379276200016662,-0.002942695211282098,-0.0022193620434507342,-0.002942695211282098,0.002446770463041572,-5.291283677333336e-05,0.002446770463041572
2017-07-18,0.003476738935273005,0.014266780755591402,0.000881487383969537,0.01256527040370048,0.019595598613497245,-0.000681612616829419,0.010410901920871574,0.027130223736997028,-0.0011140132418149262,0.0026832172293091983,0.008921459312056512,0.0026832172293091983,0.0034342025229278203,0.0005978573436131729,0.0034342025229278203
2017-07-19,0.006263297343914287,0.0023622115853150216,0.005225761273011775,0.005686720183067484,0.007859503711775906,0.0076396461508903,-0.005181939682724179,-0.009078732749809304,0.01505461347330983,0.012523409166103283,0.00483544904548544,0.012523409166103283,0.006465161035322657,0.005372639356088893,0.006465161035322657
2017-07-20,-0.0045026420082080465,0.0017821758638392193,0.0007593743290299493,-0.002822095753230336,0.0023760167606838856,0.004874099636446916,0.014536598039792903,0.01432698731108295,-0.008514321755010767,0.012209822266137982,0.0035026014690564657,0.012209822266137982,0.0012630155117174546,-0.00015365928181010347,0.0012630155117174546
2017-07-21,-0.000465627362378096,-0.002945478717979899,5.8334831781525764e-05,0.004926895248254182,-0.000607828993238968,-0.0057937276247834735,0.003582078277875711,-0.004607190366594627,-0.006925152438609916,0.0014619623349694244,-0.0011315734810704138,0.0014619623349694244,-0.0005597868970985836,-0.00036787164783502746,-0.0005597868970985836
2017-07-24,0.012111522024683907,0.012947588238978236,0.0001750833426990006,0.007626493098437326,0.009548180953303564,-0.0025747502713008297,-0.011600086834280043,0.04299630761932338,0.010320590930859241,-0.004640568843701676,0.007691036025900212,-0.004640568843701676,0.0026869788791676306,-0.0010637348279797232,0.0026869788791676306
2017-07-25,0.004273736160644859,0.0008855370482221403,0.009161506500278138,-0.030234377772478838,-0.004337356751223598,0.00801632969986299,-0.004815034259106232,-0.00852504455974612,-0.0033129546753569716,-0.0025668034331479683,-0.0031454462042051607,-0.0025668034331479683,0.0036965327820537184,0.002923171678338221,0.0036965327820537184
2017-07-26,0.004713965600608994,0.012434239603503539,0.00046259876214471696,-0.003050393567458176,0.0019966229035091043,-0.00188719225668188,0.011551039315451872,0.012514701075326817,0.003323966826796587,0.0018380752141033962,0.004389762347730497,0.0018380752141033962,0.0024252780326819005,0.0002826639480466575,0.0024252780326819005
2017-07-27,-0.018897635148761083,-0.006458969538946313,0.00017338329994287527,-0.014465100389567609,0.029164916449814893,-0.012018632389148354,-0.03300232087568544,-0.027308396738741525,-0.0011043583733857387,-0.009541368212645951,-0.009345848191712428,-0.009541368212645951,-0.002702890288499485,-0.0009726882691745153,-0.002702890288499485
2017-07-28,-0.007040046042928849,-0.02481836242119062,0.005489725116953892,0.007965006831489374,0.011792973938303808,-0.0016405417673472922,0.016384356122937982,0.0018238601187909875,-0.00884427289951839,0.011750508975335583,0.0012863207972826475,0.011750508975335583,0.000725501274668234,-0.001341115577770502,0.000725501274668234
2017-07-31,-0.005150571078139654,-0.03162619107383857,0.005574719659213301,-0.011714940868606694,-0.018556085850222503,-0.004655040551779899,-0.011436307312005511,-0.034619627196365466,0.002788124949019366,0.003452738497978336,-0.01059431808247473,0.003452738497978336,-0.0011449586920274936,-0.0007281456077897763,-0.0011449586920274936
2017-08-01,0.00887506182729636,0.008514076201260101,0.007544105024978931,0.00035461719790919055,0.0036041394998616028,-0.00165036247472361,0.012183780247597031,-0.012056740599643456,-0.003336908505792602,0.0021896136168984004,0.002622138203564195,0.0021896136168984004,0.005835898186998588,0.0024491149692504877,0.005835898186998588
2017-08-02,0.04725095333019169,-0.0003012116935388054,0.00884912857674669,-0.00047268263995758897,-0.0032968183008450502,-0.004409139605022427,-0.0006077658764647165,0.019776573364133965,0.00641723590896337,0.00400583453304626,0.007721210759725339,0.00400583453304626,0.006319008599666179,0.0004926487188865458,0.006319008599666179
2017-08-03,-0.009991098645430907,-0.009006974389444977,0.006409892327948086,-0.007244312497580951,-0.0041937785060176536,-0.0015221003835517166,0.01271340120722253,0.06505259094246751,-0.007762476198642898,0.009170954593766156,0.005362609845073519,0.009170954593766156,0.0026489850956199846,-0.002183654185644257,0.0026489850956199846
2017-08-04,0.005270691902772517,0.0006687663761180129,0.005195779916419729,0.004666267155606585,0.006109489303461002,0.007346075336390312,0.004385075875474209,0.028292439098267952,0.006705516046334514,0.000564859352974123,0.0069204960363818974,0.000564859352974123,0.004113155159619227,0.0018891035295691694,0.004113155159619227
2017-08-07,0.015474084376831065,0.0047489228747330525,-0.010449115728909497,0.0015086791805642985,0.013913457601039791,-0.0038528001276720847,0.03073989296492874,-0.004875279253866549,0.021093947890084674,-0.0005132722662728462,0.006778851751146064,-0.0005132722662728462,-0.00393772440965615,0.001647199789928111,-0.00393772440965615
2017-08-08,0.007997314031112035,-0.00244889215886257,-0.009042915474413049,-0.0027653026066907227,-0.004360972314409128,0.005386520962013419,-0.01189426587089848,0.028296340244762686,-0.002446515381611669,0.000615956175574528,0.0009337267606577049,0.000615956175574528,-0.0061455255920879436,-0.0024144327873969473,-0.0061455255920879436
2017-08-09,0.006121646747845544,-0.00791041735602449,0.009238819647903629,-0.004197282398151647,-0.00029202273553385893,-0.0043960847150199545,0.010628078764174376,-0.004627312886129498,-0.006539248866014646,-0.0003589249855211474,-0.00023327487824716954,-0.0003589249855211474,0.0037090782871088733,-0.00036360867105078576,0.0037090782871088733
2017-08-10,-0.03185150528783487,-0.02554958858013978,-0.009547326584022797,-0.01696827258158984,-0.022082012741151846,-0.014626940356584517,-0.04282137028779387,-0.02236403353256622,-0.030718719245714232,-0.01159987719463973,-0.022812964639203768,-0.01159987719463973,-0.014211584889015572,-0.014474441722801767,-0.014211584889015572
2017-08-11,0.01390664839364364,0.011568388608943936,-0.005783648610404146,0.007881089623269943,0.004062174189748191,0.015264164607510011,-0.05329591678367529,0.006949854442576564,0.022636908933282296,0.00233679192874936,0.0025526455333644503,0.00233679192874936,0.0006616974529881524,0.0012755699762128092,0.0006616974529881524
2017-08-14,0.015049438045767971,0.015816260219888134,0.011121232970054518,0.00905516544594187,0.015885281650752647,0.015034448185823335,0.07976360622592527,0.016570328333447293,-0.002490216639613241,0.003574659454688156,0.017938020389267593,0.003574659454688156,0.009730908348765333,0.010043754544535322,0.009730908348765333
2017-08-15,0.010947803930675182,-0.0005695083374003262,0.0010153304833160348,-0.00048769516488855746,0.0014641288433381305,0.0002733940947097224,-0.008432019187528117,-0.00404066395863012,0.010263820583052974,0.004078214442108097,0.0014512805728753022,0.004078214442108097,0.0018197238907814146,-0.0004988078808476626,0.0018197238907814146
2017-08-16,-0.004022294749705613,-0.004640100861969199,0.006029143280948279,0.005139760825075168,-0.005847953216374324,0.005872604181432317,-0.010959706908257094,0.0016007135619731105,-0.00219664701241451,-0.003753355419481963,-0.0012777836318773829,-0.003753355419481963,0.0026516755022973253,0.0014201029158569245,0.0026516755022973253
2017-08-17,-0.019198447030399524,-0.018002837643680936,-0.007729302542382355,-0.01723914287007655,-0.018176449046415466,-0.01697194689881909,-0.022282364557351886,-0.0302829630582665,-0.015134932288059622,-0.005521873060863158,-0.01705402589963151,-0.005521873060863158,-0.010046075306096703,-0.015436952160958639,-0.010046075306096703
2017-08-18,-0.002280668012786924,-0.0021861924295710766,0.002257811516233943,-0.00034027344316944763,0.0029956263197512545,0.0012429719821558383,0.0001853862680569751,-0.012673418481119247,0.001956181819777525,-0.009756075513840834,-0.0018598649974511995,-0.009756075513840834,0.00010434646815893713,-0.0018353673110713675,0.00010434646815893713
2017-08-21,-0.00184122319525315,-0.005404423101813327,0.004392874465091623,-0.0044033620372888604,0.0022101135481382705,-0.004690426277206505,-0.014550984529134947,-0.027629054543278797,0.0033459689158465977,0.006341039467853138,-0.004222947728704596,0.006341039467853138,0.0026747898252001755,0.001162651069903653,0.0026747898252001755
2017-08-22,0.01634768801112685,0.014276873008747692,0.011831337073450854,0.019886191036618595,0.011085949599977551,0.013998566869807716,0.022262634379255575,0.010329693680457996,0.015008406441456623,0.014372698000910011,0.014940003810180947,0.014372698000910011,0.013126278425877652,0.00994077978775465,0.013126278425877652
2017-08-23,0.0012515332664173595,-0.009204668188810716,-0.002604606420901878,0.0024980823173279543,-0.005482154439562015,-0.006014082510487628,0.019994117926562582,0.03345546101850805,0.0016428697624641941,-0.0028235854676206262,0.003271296726389728,-0.0028235854676206262,-0.0029923914752264533,-0.0034535927149730306,-0.0029923914752264533
2017-08-24,-0.004437866259450751,-0.005793322416450586,-0.008612085168088757,-0.006170427346516294,-0.005749518001906373,-0.00041235229659952743,-0.0036792228005627647,0.0004535204279918492,0.0068345203623578765,0.0026257475199558122,-0.002494100597926952,0.0026257475199558122,-0.005542391721008409,-0.0020744620703185834,-0.005542391721008409
2017-08-25,0.0037042234154984754,-0.0075489710670970656,0.006557268821169249,-0.005850571753269307,-0.008465471100769562,0.0017881915379072133,-0.008353967672681706,-0.013827075412393253,0.0005427374340056801,-0.0020023136721825097,-0.0033455949469812785,-0.0020023136721825097,0.002441789477725595,0.0016728693563305974,0.002441789477725595
2017-08-28,0.010071334349860628,0.0008039734902636209,-0.00501118666307121,-0.002271017154621968,0.005531494278688376,0.00013729910409554513,0.007081365686038232,-0.00686678382388628,-0.002170837590283803,0.0037556351436813795,0.0011061276820764523,0.0037556351436813795,-0.002808698749104258,0.00048707205438569545,-0.002808698749104258
2017-08-29,0.008918120339837188,0.00849877250795239,-0.0004476879262502731,0.00818552134044781,0.004843324156831974,0.0030207218649733747,-0.0016366881297029678,0.004918074397959771,0.002991588315685245,0.00840651685733973,0.0047698263725074255,0.00840651685733973,0.002555241909418267,0.000842821736810162,0.002555241909418267
2017-08-30,0.0027010640459765867,0.014181544983208783,0.009685427352033704,0.008987430119020923,0.011127611325371767,0.013141765630767521,0.0059500921245405625,0.016754972691134018,0.0013557139896529513,-0.004320827091572554,0.007956479517013426,-0.004320827091572554,0.008038489993076952,0.004615148933961866,0.008038489993076952
2017-08-31,0.003979104296585323,0.013445724293737582,0.004491253291828645,0.0104994558464091,0.01206451903159489,0.010268813431552282,0.0226945720596885,0.007701437029846048,0.0010833626982782452,0.015417547605069526,0.010164578958459014,0.015417547605069526,0.00703788114810436,0.005720976220730423,0.00703788114810436
2017-09-01,0.00030466097019843374,-0.002396498227640098,-0.0023736361552096907,-0.002118504683159994,0.0002907661301556619,-0.011100790260276105,0.006019564677019806,-0.0014048675708395741,0.006762066817079138,0.0042736052516261225,-0.0001743633051046298,0.0042736052516261225,-0.0008615001170541126,0.001982540682532896,-0.0008615001170541126
2017-09-05,-0.012008422602051594,-0.013268556723623925,-0.02074918435594575,-0.009484284549536204,-0.007557278336644768,-0.004462897398725185,-0.026692621896668434,-0.016347812796044248,-0.009941061571523413,-0.00220277816923109,-0.01227148983999946,-0.00220277816923109,-0.016130955834875123,-0.007550806889900619,-0.016130955834875123
2017-09-06,-0.0010486331612555855,0.0026210112293032495,-0.0010735814554926337,-0.0006893531141274334,0.008024807330081929,-0.0028528872619172363,-0.0006025916738463533,-0.01447411322118497,0.01139781483774649,-0.0046660905714942524,-0.00033636170621867965,-0.0046660905714942524,0.00010471137530181107,0.0031287267736885838,0.00010471137530181107
2017-09-07,-0.004014890237057811,0.0120582747635265,-0.015837931440140895,0.008773380393094499,0.006508282874139182,0.012806670917932195,0.004644008761024665,0.01764727961577761,0.0072444352832126135,0.002732147417506381,0.0052561658349014944,0.002732147417506381,-0.006588350125927551,-0.00017843612323464875,-0.006588350125927551
2017-09-08,-0.01630908568841094,-0.013854454733169819,0.008678627847363618,-0.010096689807138848,-0.013047801385738689,-0.004842684944179387,-0.01734906103119105,-0.02056417827336232,-0.001065526200741962,-0.002119094218570372,-0.009056994843513978,-0.002119094218570372,0.0024685340642707594,-0.001488850703918465,0.0024685340642707594
2017-09-11,0.018092614657003736,0.012485778315173057,0.013504245681980054,0.0027846260250377064,0.014975124915438398,0.010543050268381426,0.032439244521183186,0.059085594630097216,0.009066458941394462,0.00925417566260922,0.018223091361829848,0.00925417566260922,0.011991299422780198,0.01083929931877714,0.011991299422780198
2017-09-12,-0.003962949508903635,0.004724177128713647,0.0042728385140184955,0.0032182762550732047,-0.0031697758652575736,-0.001069998469727662,0.003609466786301141,-0.002584562585254857,0.0005288276190282826,-0.010572288153541498,-0.0005005988279550454,-0.010572288153541498,0.0023032225277919254,0.0033639480109453057,0.0023032225277919254
2017-09-13,-0.007522163508569046,0.017321701984327253,0.001623429872954718,0.0032401209217318705,0.0005203303330088005,0.007096916073493942,0.004481063733633217,0.009593371691676955,-0.008716607530041776,0.00435518058737161,0.0031993344159587547,0.00435518058737161,0.00344223048631836,0.0007571207193879381,0.00344223048631836
2017-09-14,-0.008581016270211017,-0.007392941375093831,-0.0019561303840170963,-0.010672780908474677,-0.012077412892420036,-0.005850156910893078,-0.00569370505445943,0.031155252330607786,-0.003996585315274803,-0.003025600600910394,-0.002809107738114658,-0.003025600600910394,-0.0034584701133563663,-0.0011007176162897148,-0.0034584701133563663
2017-09-15,0.010108469282995802,-0.005462551407736771,0.0073920143993333465,-0.005210215542288177,0.003977495607609294,0.007222199586665035,0.06322337628535268,0.005746188282644837,0.007223233294376463,0.0022759006962489448,0.009649611048520145,0.0022759006962489448,0.004319630453725044,0.0018471814878802117,0.004319630453725044
2017-09-18,-0.007567970339485197,-0.012768695723707313,0.008783155463980785,-0.005748180817704562,-0.009496649316061534,-0.001991608177341786,0.041308170381384235,0.0136647539780832,0.01115481473876967,5.063695172480287e-05,0.0037388427139642302,5.063695172480287e-05,0.0041529584260954835,0.0014559207541648966,0.0041529584260954835
2017-09-19,0.00037803594943786045,-0.004444704451118442,0.008486214116788737,0.007442620282616108,0.014763895339835909,0.003725224058369392,-0.0010663723710176987,-0.025714329310825845,0.0060418553612484605,-0.017861796536161823,-0.0008249357560827341,-0.017861796536161823,0.003378699166133827,0.0011101954279371107,0.003378699166133827
2017-09-20,-0.01675777841748971,0.0034540973363355043,0.004426057820315243,0.010598684957592752,-0.002028785618175988,-0.006627934176246186,-0.008059858280194399,-0.003172473647722329,-0.01253270601271228,0.005651314049312184,-0.0025049381988985213,0.005651314049312184,0.00332471212483457,0.0006343478158390425,0.00332471212483457
2017-09-21,-0.01717187615732163,-0.008795663989611846,-0.0035904887161998245,0.0009339575550524337,-0.006156691466962849,-0.009741134847237043,-0.027335736671316835,-0.019871093406473417,0.011105138580649987,-0.002758554361961485,-0.008338214348138253,-0.002758554361961485,-0.0028237945178967027,-0.0030459176984141134,-0.0028237945178967027
2017-09-22,-0.009779043871248283,-0.009899903985017278,-0.0070976360873853395,-0.0042040421348427115,-0.0033312332545469836,0.002695421909736151,-0.0097362061102928,-0.04199404333462098,-0.012290667352377938,-0.011167470972248794,-0.010680482519284494,-0.011167470972248794,-0.008252522217950222,0.0006477937229520947,-0.008252522217950222
2017-09-25,-0.008822065098933796,-0.01602979609602828,0.0036291854167727067,-0.008141866498039385,-0.04497477700774011,-0.015454943977093905,-0.044692838471431684,-0.017374479199149362,-0.01853310385396667,-0.006631216500440962,-0.017702590128605145,-0.006631216500440962,-0.0027859520816014673,-0.002222050282888466,-0.0027859520816014673
2017-09-26,0.017203321776576797,-0.0012661942691253314,-0.0036160620570890867,0.004223806838976829,0.00822749209094975,0.0,0.00561412771004588,0.0007536733281687802,0.0018881065059650481,0.004954490775641807,0.0037982762700110475,0.004954490775641807,-0.0014732849145032531,7.216672978804795e-05,-0.0014732849145032531
2017-09-27,0.007117886935764872,0.013072633363619968,0.0077532368710941935,0.02122480629747181,0.021131391632913443,0.0080533201503874,0.02192367438211429,-0.01239685401571311,0.002962020314688063,0.009289237095577496,0.010013135302791841,0.009289237095577496,0.008958706308619474,0.004085143947080816,0.008958706308619474
2017-09-28,-0.006159617477032309,0.005815741536933761,-0.0003273724951986523,0.005304444345177295,0.00626194595432783,0.00027076833147132717,-0.000284853746418956,-0.00401797920952518,-0.005369224666672001,0.00827767717311545,0.0009771529746178567,0.00827767717311545,0.001395254554466172,0.001204615596159142,0.001395254554466172
2017-09-29,0.005479867593259691,0.005175687471152379,0.000600407217512755,0.01012118162652098,0.01268298135385515,0.008393191339820971,0.01758909261788677,0.004417006181472116,0.013495286664012562,-0.0012748432053887315,0.007667985886010465,-0.0012748432053887315,0.0025783530250044983,0.0037051100814438076,0.0025783530250044983
2017-10-02,-0.0020114046267306618,-0.0022468758846300174,0.011400808719117528,-0.006088974307799422,-0.008193327889570168,0.001610978014082054,0.0012866480171693784,0.0012606058870920922,0.01544584155781692,0.008118639954989515,0.002058293944153722,0.008118639954989515,0.008530449227689115,0.003874003457017716,0.008530449227689115
2017-10-03,0.004355970811550813,-0.002178918009798525,0.0014022679558851614,0.004741530029410024,0.002891399596592459,-0.0046912643120211595,0.0020668433218560267,0.019354062614067802,0.00813008223098799,0.0060270713258994135,0.004209904556443001,0.0060270713258994135,0.00211945976131644,0.0021588381272976687,0.00211945976131644
2017-10-04,-0.006473087247513054,0.008724261753839224,0.0008617636865799749,-0.006379269624010586,-0.009061005437088099,0.0057906879183189375,0.008362655212432957,0.019733448926238406,-0.004422319668785035,0.009313809281814578,0.0026450944801827306,0.009313809281814578,0.002173523737079848,0.0012467201713795006,0.002173523737079848
2017-10-05,0.012444293063520018,0.015951120666370278,0.006941792355497078,0.019208168121175095,0.016743898318951178,0.017137534293889534,-0.0005528356051359706,0.0009014251952479402,0.004964621146696269,-0.012869049795607324,0.008087096776060409,-0.012869049795607324,0.006447980842635589,0.005646787369921524,0.006447980842635589
2017-10-06,-0.0005788169527033427,0.00890045477678969,0.0016566778894986367,0.009206541728215667,0.005781302281110401,0.000394605171396778,0.00293183704860267,0.004362107763772327,0.0,0.0008084420776026668,0.0033463151784285496,0.0008084420776026668,0.0028442712784611025,-0.0010736344069645076,0.0028442712784611025
2017-10-09,0.0034768773338735848,0.0014248351833214823,0.000373511854849351,-0.0019307888612664081,0.0015676959830392967,0.00381603258195673,0.022559440659339458,-0.039060777230678134,0.008060322884783533,-0.008886257882824045,-0.000859910749360515,-0.008886257882824045,2.9671424356286e-06,-0.0018044339160793177,2.9671424356286e-06
